Component,Is_Breaker
Line.line_got_4042_4043,0
Line.line_got_4043_4044,0
Line.line_got_4044_4045,0
Line.line_got_4045_4046,0
Line.line_got_4046_4047,0
Line.line_got_4047_4048,0
Line.line_got_4048_4049,0
Line.line_got_4049_4050,0
Line.line_got_4050_4051,0
Line.line_got_4051_4052,0
Line.line_got_4052_4053,0
Line.line_got_4053_4054,0
Line.line_got_4054_4055,0
Line.line_got_4055_4056,0
Line.line_got_4056_4057,0
Line.line_got_4057_4058,0
Line.line_got_4058_4059,0
Line.line_got_4059_4060,0
Line.line_got_4060_4061,0
Line.line_got_4061_4062,0
Line.line_got_4062_4063,0
Line.line_got_4063_4064,0
Line.line_got_4064_4065,0
Line.line_got_4065_4066,0
Line.line_got_4066_4067,0
Line.line_got_4067_4068,0
Line.line_got_4068_4069,0
Line.line_got_4069_4001,0
Line.line_got_4070_4071,0
Line.line_got_4071_4072,0
Line.line_got_4072_4073,0
Line.line_got_4073_4074,0
Line.line_got_4074_4075,0
Line.line_got_4075_4076,0
Line.line_got_4076_4077,0
Line.line_got_4077_4078,0
Line.line_got_4078_4079,0
Line.line_got_4079_4080,0
Line.line_got_4080_4081,0
Line.line_got_4082_4083,0
Line.line_got_4082_4116,0
Line.line_got_4083_4084,0
Line.line_got_4084_4085,0
Line.line_got_4085_4086,0
Line.line_got_4086_4087,0
Line.line_got_4087_4088,0
Line.line_got_4088_4089,0
Line.line_got_4089_4090,0
Line.line_got_4090_4091,0
Line.line_got_4091_4092,0
Line.line_got_4092_4093,0
Line.line_got_4093_4094,0
Line.line_got_4094_4095,0
Line.line_got_4095_4096,0
Line.line_got_4096_4097,0
Line.line_got_4097_4098,0
Line.line_got_4098_4099,0
Line.line_got_4099_4100,0
Line.line_got_4100_4101,0
Line.line_got_4101_4189,0
Line.line_got_4102_4103,0
Line.line_got_4103_4190,0
Line.line_got_4104_4105,0
Line.line_got_4105_4106,0
Line.line_got_4106_4107,0
Line.line_got_4107_4108,0
Line.line_got_4108_4109,0
Line.line_got_4110_4104,0
Line.line_got_4110_4111,0
Line.line_got_4111_4112,0
Line.line_got_4112_4113,0
Line.line_got_4113_4114,0
Line.line_got_4114_4115,0
Line.line_got_4116_4117,0
Line.line_got_4117_4118,0
Line.line_got_4118_4119,0
Line.line_got_4119_4120,0
Line.line_got_4120_4121,0
Line.line_got_4121_4122,0
Line.line_got_4122_4123,0
Line.line_got_4123_4124,0
Line.line_got_4124_4144,0
Line.line_got_4125_4126,0
Line.line_got_4126_4127,0
Line.line_got_4127_4128,0
Line.line_got_4128_4129,0
Line.line_got_4129_4130,0
Line.line_got_4130_4131,0
Line.line_got_4131_4132,0
Line.line_got_4132_4133,0
Line.line_got_4133_4134,0
Line.line_got_4134_4135,0
Line.line_got_4135_4136,0
Line.line_got_4136_4137,0
Line.line_got_4137_4138,0
Line.line_got_4138_4139,0
Line.line_got_4139_4140,0
Line.line_got_4140_4141,0
Line.line_got_4141_4142,0
Line.line_got_4142_4143,0
Line.line_got_4144_4125,0
Line.line_got_4144_4145,0
Line.line_got_4145_4146,0
Line.line_got_4146_4147,0
Line.line_got_4148_4002,0
Line.line_got_4149_4150,0
Line.line_got_4150_4151,0
Line.line_got_4151_4003,0
Line.line_got_4152_4153,0
Line.line_got_4153_4154,0
Line.line_got_4154_4155,0
Line.line_got_4155_4156,0
Line.line_got_4156_4157,0
Line.line_got_4157_4158,0
Line.line_got_4158_4159,0
Line.line_got_4159_4004,0
Line.line_got_4160_4005,0
Line.line_got_4161_4160,0
Line.line_got_4162_4166,0
Line.line_got_4163_4161,0
Line.line_got_4164_4163,0
Line.line_got_4165_4164,0
Line.line_got_4166_4167,0
Line.line_got_4167_4006,0
Line.line_got_4168_4021,0
Line.line_got_4169_4170,0
Line.line_got_4170_4171,0
Line.line_got_4171_4172,0
Line.line_got_4172_4173,0
Line.line_got_4173_4176,0
Line.line_got_4174_4014,0
Line.line_got_4175_4174,0
Line.line_got_4176_4181,0
Line.line_got_4177_4013,0
Line.line_got_4178_4012,0
Line.line_got_4179_4178,0
Line.line_got_4180_4011,0
Line.line_got_4181_4007,0
Line.line_got_4182_4180,0
Line.line_got_4183_4185,0
Line.line_got_4184_4182,0
Line.line_got_4185_4008,0
Line.line_got_4186_4010,0
Line.line_got_4187_4188,0
Line.line_got_4188_4009,0
Line.line_got_4189_4102,0
Line.line_got_4190_4110,0
Line.line_ich_105_5033,0
Line.line_ich_5001_5034,0
Line.line_ich_5002_5037,0
Line.line_ich_5003_5040,0
Line.line_ich_5004_5043,0
Line.line_ich_5005_5006,0
Line.line_ich_5006_5051,0
Line.line_ich_5007_5052,0
Line.line_ich_5008_5054,0
Line.line_ich_5009_5010,0
Line.line_ich_5010_5057,0
Line.line_ich_5011_5059,0
Line.line_ich_5012_5061,0
Line.line_ich_5013_5063,0
Line.line_ich_5014_5066,0
Line.line_ich_5015_5068,0
Line.line_ich_5016_5069,0
Line.line_ich_5017_5075,0
Line.line_ich_5018_5078,0
Line.line_ich_5019_5020,0
Line.line_ich_5020_5021,0
Line.line_ich_5021_5022,0
Line.line_ich_5022_5023,0
Line.line_ich_5023_5024,0
Line.line_ich_5024_5025,0
Line.line_ich_5025_5026,0
Line.line_ich_5026_5081,0
Line.line_ich_5027_5082,0
Line.line_ich_5029_5018,0
Line.line_ich_5029_5077,0
Line.line_ich_5030_5031,0
Line.line_ich_5031_5032,0
Line.line_ich_5033_5001,0
Line.line_ich_5034_5035,0
Line.line_ich_5035_5036,0
Line.line_ich_5036_5002,0
Line.line_ich_5037_5038,0
Line.line_ich_5038_5039,0
Line.line_ich_5039_5003,0
Line.line_ich_5040_5041,0
Line.line_ich_5041_5042,0
Line.line_ich_5042_5004,0
Line.line_ich_5043_5044,0
Line.line_ich_5044_5045,0
Line.line_ich_5045_5046,0
Line.line_ich_5046_5047,0
Line.line_ich_5047_5048,0
Line.line_ich_5048_5049,0
Line.line_ich_5049_5050,0
Line.line_ich_5050_5005,0
Line.line_ich_5051_5007,0
Line.line_ich_5052_5053,0
Line.line_ich_5053_5008,0
Line.line_ich_5054_5055,0
Line.line_ich_5055_5056,0
Line.line_ich_5056_5009,0
Line.line_ich_5057_5058,0
Line.line_ich_5058_5011,0
Line.line_ich_5059_5060,0
Line.line_ich_5060_5012,0
Line.line_ich_5061_5062,0
Line.line_ich_5062_5013,0
Line.line_ich_5063_5064,0
Line.line_ich_5064_5065,0
Line.line_ich_5065_5014,0
Line.line_ich_5066_5067,0
Line.line_ich_5067_5015,0
Line.line_ich_5068_5016,0
Line.line_ich_5069_5070,0
Line.line_ich_5070_5071,0
Line.line_ich_5071_5017,0
Line.line_ich_5072_5030,0
Line.line_ich_5073_5072,0
Line.line_ich_5074_5073,0
Line.line_ich_5075_5076,0
Line.line_ich_5076_5029,0
Line.line_ich_5077_5074,0
Line.line_ich_5078_5079,0
Line.line_ich_5079_5080,0
Line.line_ich_5080_5019,0
Line.line_ich_5081_5027,0
Line.line_ich_5082_5083,0
Line.line_ich_5083_5028,0
Line.line_im1_106_6164,0
Line.line_im1_6002_6003,0
Line.line_im1_6002_6109,0
Line.line_im1_6004_6005,0
Line.line_im1_6004_6110,0
Line.line_im1_6006_6007,0
Line.line_im1_6006_6082,0
Line.line_im1_6009_6010,0
Line.line_im1_6010_6011,0
Line.line_im1_6011_6012,0
Line.line_im1_6012_6013,0
Line.line_im1_6013_6014,0
Line.line_im1_6014_6015,0
Line.line_im1_6015_6016,0
Line.line_im1_6016_6017,0
Line.line_im1_6017_6018,0
Line.line_im1_6018_6019,0
Line.line_im1_6019_6020,0
Line.line_im1_6020_6021,0
Line.line_im1_6021_6070,0
Line.line_im1_6022_6023,0
Line.line_im1_6023_6024,0
Line.line_im1_6024_6025,0
Line.line_im1_6025_6026,0
Line.line_im1_6026_6027,0
Line.line_im1_6027_6028,0
Line.line_im1_6028_6029,0
Line.line_im1_6029_6030,0
Line.line_im1_6030_6031,0
Line.line_im1_6031_6032,0
Line.line_im1_6032_6033,0
Line.line_im1_6033_6034,0
Line.line_im1_6034_6035,0
Line.line_im1_6035_6036,0
Line.line_im1_6036_6037,0
Line.line_im1_6037_6038,0
Line.line_im1_6038_6039,0
Line.line_im1_6039_6040,0
Line.line_im1_6040_6041,0
Line.line_im1_6041_6042,0
Line.line_im1_6042_6043,0
Line.line_im1_6043_6142,0
Line.line_im1_6044_6141,0
Line.line_im1_6045_6046,0
Line.line_im1_6046_6047,0
Line.line_im1_6047_6048,0
Line.line_im1_6048_6049,0
Line.line_im1_6049_6050,0
Line.line_im1_6050_6051,0
Line.line_im1_6051_6052,0
Line.line_im1_6052_6053,0
Line.line_im1_6053_6054,0
Line.line_im1_6054_6055,0
Line.line_im1_6055_6056,0
Line.line_im1_6056_6057,0
Line.line_im1_6057_6058,0
Line.line_im1_6058_6059,0
Line.line_im1_6059_6060,0
Line.line_im1_6060_6139,0
Line.line_im1_6061_6138,0
Line.line_im1_6062_6137,0
Line.line_im1_6063_6064,0
Line.line_im1_6064_6065,0
Line.line_im1_6065_6066,0
Line.line_im1_6066_6084,0
Line.line_im1_6067_6068,0
Line.line_im1_6068_6069,0
Line.line_im1_6069_6004,0
Line.line_im1_6070_6022,0
Line.line_im1_6070_6071,0
Line.line_im1_6071_6072,0
Line.line_im1_6072_6073,0
Line.line_im1_6074_6124,0
Line.line_im1_6075_6076,0
Line.line_im1_6076_6077,0
Line.line_im1_6077_6078,0
Line.line_im1_6078_6079,0
Line.line_im1_6079_6080,0
Line.line_im1_6080_6081,0
Line.line_im1_6081_6006,0
Line.line_im1_6082_6130,0
Line.line_im1_6085_6121,0
Line.line_im1_6086_6087,0
Line.line_im1_6087_6008,0
Line.line_im1_6087_6088,0
Line.line_im1_6088_6089,0
Line.line_im1_6089_6090,0
Line.line_im1_6090_6001,0
Line.line_im1_6090_6091,0
Line.line_im1_6091_6092,0
Line.line_im1_6092_6093,0
Line.line_im1_6093_6094,0
Line.line_im1_6094_6095,0
Line.line_im1_6095_6096,0
Line.line_im1_6096_6097,0
Line.line_im1_6097_6098,0
Line.line_im1_6098_6099,0
Line.line_im1_6099_6100,0
Line.line_im1_6100_6101,0
Line.line_im1_6101_6102,0
Line.line_im1_6102_6103,0
Line.line_im1_6103_6104,0
Line.line_im1_6104_6105,0
Line.line_im1_6105_6106,0
Line.line_im1_6106_6107,0
Line.line_im1_6107_6108,0
Line.line_im1_6108_6002,0
Line.line_im1_6110_6074,0
Line.line_im1_6110_6111,0
Line.line_im1_6111_6112,0
Line.line_im1_6112_6113,0
Line.line_im1_6113_6114,0
Line.line_im1_6114_6115,0
Line.line_im1_6115_6116,0
Line.line_im1_6116_6117,0
Line.line_im1_6117_6118,0
Line.line_im1_6118_6119,0
Line.line_im1_6119_6120,0
Line.line_im1_6121_6086,0
Line.line_im1_6121_6122,0
Line.line_im1_6122_6123,0
Line.line_im1_6124_6075,0
Line.line_im1_6124_6132,0
Line.line_im1_6125_6133,0
Line.line_im1_6126_6127,0
Line.line_im1_6127_6128,0
Line.line_im1_6128_6129,0
Line.line_im1_6130_6131,0
Line.line_im1_6131_6083,0
Line.line_im1_6132_6125,0
Line.line_im1_6133_6134,0
Line.line_im1_6134_6135,0
Line.line_im1_6135_6136,0
Line.line_im1_6136_6126,0
Line.line_im1_6137_6063,0
Line.line_im1_6138_6062,0
Line.line_im1_6139_6061,0
Line.line_im1_6140_6045,0
Line.line_im1_6141_6140,0
Line.line_im1_6142_6044,0
Line.line_im1_6143_6009,0
Line.line_im1_6144_6143,0
Line.line_im1_6145_6144,0
Line.line_im1_6146_6145,0
Line.line_im1_6147_6146,0
Line.line_im1_6148_6147,0
Line.line_im1_6149_6148,0
Line.line_im1_6150_6149,0
Line.line_im1_6151_6150,0
Line.line_im1_6152_6151,0
Line.line_im1_6153_6152,0
Line.line_im1_6154_6153,0
Line.line_im1_6155_6154,0
Line.line_im1_6156_6155,0
Line.line_im1_6157_6156,0
Line.line_im1_6158_6157,0
Line.line_im1_6159_6158,0
Line.line_im1_6160_6159,0
Line.line_im1_6161_6160,0
Line.line_im1_6162_6161,0
Line.line_im1_6163_6162,0
Line.line_im1_6164_6163,0
Line.line_im2_107_7001,0
Line.line_im2_7001_7002,0
Line.line_im2_7002_7104,0
Line.line_im2_7003_7100,0
Line.line_im2_7004_7099,0
Line.line_im2_7005_7006,0
Line.line_im2_7006_7097,0
Line.line_im2_7007_7008,0
Line.line_im2_7008_7009,0
Line.line_im2_7009_7096,0
Line.line_im2_7010_7011,0
Line.line_im2_7011_7094,0
Line.line_im2_7012_7093,0
Line.line_im2_7013_7092,0
Line.line_im2_7014_7091,0
Line.line_im2_7015_7090,0
Line.line_im2_7016_7017,0
Line.line_im2_7017_7018,0
Line.line_im2_7018_7089,0
Line.line_im2_7019_7020,0
Line.line_im2_7020_7021,0
Line.line_im2_7021_7022,0
Line.line_im2_7022_7023,0
Line.line_im2_7023_7088,0
Line.line_im2_7024_7025,0
Line.line_im2_7025_7026,0
Line.line_im2_7026_7087,0
Line.line_im2_7027_7086,0
Line.line_im2_7028_7084,0
Line.line_im2_7029_7083,0
Line.line_im2_7030_7031,0
Line.line_im2_7031_7032,0
Line.line_im2_7032_7033,0
Line.line_im2_7033_7034,0
Line.line_im2_7034_7082,0
Line.line_im2_7035_7081,0
Line.line_im2_7036_7037,0
Line.line_im2_7037_7038,0
Line.line_im2_7038_7039,0
Line.line_im2_7039_7040,0
Line.line_im2_7040_7079,0
Line.line_im2_7041_7042,0
Line.line_im2_7042_7043,0
Line.line_im2_7043_7078,0
Line.line_im2_7044_7077,0
Line.line_im2_7045_7046,0
Line.line_im2_7046_7076,0
Line.line_im2_7047_7075,0
Line.line_im2_7048_7074,0
Line.line_im2_7049_7050,0
Line.line_im2_7050_7051,0
Line.line_im2_7051_7073,0
Line.line_im2_7052_7053,0
Line.line_im2_7053_7072,0
Line.line_im2_7054_7071,0
Line.line_im2_7055_7056,0
Line.line_im2_7056_7070,0
Line.line_im2_7057_7058,0
Line.line_im2_7058_7068,0
Line.line_im2_7059_7067,0
Line.line_im2_7060_7061,0
Line.line_im2_7061_7063,0
Line.line_im2_7063_7064,0
Line.line_im2_7064_7062,0
Line.line_im2_7065_7060,0
Line.line_im2_7066_7065,0
Line.line_im2_7067_7066,0
Line.line_im2_7068_7059,0
Line.line_im2_7069_7057,0
Line.line_im2_7070_7069,0
Line.line_im2_7071_7055,0
Line.line_im2_7072_7054,0
Line.line_im2_7073_7052,0
Line.line_im2_7074_7049,0
Line.line_im2_7075_7048,0
Line.line_im2_7076_7047,0
Line.line_im2_7077_7045,0
Line.line_im2_7078_7044,0
Line.line_im2_7079_7041,0
Line.line_im2_7080_7036,0
Line.line_im2_7081_7080,0
Line.line_im2_7082_7035,0
Line.line_im2_7083_7030,0
Line.line_im2_7084_7029,0
Line.line_im2_7085_7028,0
Line.line_im2_7086_7085,0
Line.line_im2_7087_7027,0
Line.line_im2_7088_7024,0
Line.line_im2_7089_7019,0
Line.line_im2_7090_7016,0
Line.line_im2_7091_7015,0
Line.line_im2_7092_7014,0
Line.line_im2_7093_7013,0
Line.line_im2_7094_7012,0
Line.line_im2_7095_7010,0
Line.line_im2_7096_7095,0
Line.line_im2_7097_7007,0
Line.line_im2_7098_7005,0
Line.line_im2_7099_7098,0
Line.line_im2_7100_7004,0
Line.line_im2_7101_7003,0
Line.line_im2_7102_7101,0
Line.line_im2_7103_7102,0
Line.line_im2_7104_7103,0
Line.line_kot_8362_8364,0
Line.line_kot_8363_8155,0
Line.line_kot_8001_8218,0
Line.line_kot_8002_8124,0
Line.line_kot_8003_8002,0
Line.line_kot_8004_8003,0
Line.line_kot_8005_8004,0
Line.line_kot_8006_8005,0
Line.line_kot_8007_8006,0
Line.line_kot_8008_8007,0
Line.line_kot_8009_8008,0
Line.line_kot_8010_8009,0
Line.line_kot_8011_8010,0
Line.line_kot_8012_8011,0
Line.line_kot_8013_8012,0
Line.line_kot_8014_8013,0
Line.line_kot_8015_8014,0
Line.line_kot_8016_8015,0
Line.line_kot_8017_8016,0
Line.line_kot_8018_8017,0
Line.line_kot_8019_8018,0
Line.line_kot_8020_8019,0
Line.line_kot_8021_8020,0
Line.line_kot_8022_8021,0
Line.line_kot_8023_8022,0
Line.line_kot_8024_8023,0
Line.line_kot_8025_8024,0
Line.line_kot_8026_8025,0
Line.line_kot_8027_8026,0
Line.line_kot_8028_8367,0
Line.line_kot_8029_8104,0
Line.line_kot_8030_8029,0
Line.line_kot_8031_8030,0
Line.line_kot_8032_8031,0
Line.line_kot_8033_8032,0
Line.line_kot_8034_8033,0
Line.line_kot_8035_8034,0
Line.line_kot_8036_8035,0
Line.line_kot_8037_8036,0
Line.line_kot_8038_8037,0
Line.line_kot_8039_8038,0
Line.line_kot_8040_8039,0
Line.line_kot_8041_8040,0
Line.line_kot_8042_8041,0
Line.line_kot_8043_8042,0
Line.line_kot_8044_8043,0
Line.line_kot_8045_8044,0
Line.line_kot_8046_8045,0
Line.line_kot_8047_8046,0
Line.line_kot_8048_8047,0
Line.line_kot_8049_8048,0
Line.line_kot_8050_8049,0
Line.line_kot_8050_8370,0
Line.line_kot_8051_8052,0
Line.line_kot_8052_8372,0
Line.line_kot_8053_8054,0
Line.line_kot_8054_8055,0
Line.line_kot_8055_8373,0
Line.line_kot_8056_8057,0
Line.line_kot_8057_8058,0
Line.line_kot_8058_8375,0
Line.line_kot_8059_8376,0
Line.line_kot_8060_8061,0
Line.line_kot_8061_8062,0
Line.line_kot_8062_8377,0
Line.line_kot_8063_8064,0
Line.line_kot_8064_8065,0
Line.line_kot_8065_8066,0
Line.line_kot_8066_8067,0
Line.line_kot_8067_8068,0
Line.line_kot_8068_8088,0
Line.line_kot_8069_8070,0
Line.line_kot_8070_8071,0
Line.line_kot_8071_8072,0
Line.line_kot_8072_8073,0
Line.line_kot_8073_8074,0
Line.line_kot_8074_8379,0
Line.line_kot_8075_8380,0
Line.line_kot_8076_8381,0
Line.line_kot_8077_8078,0
Line.line_kot_8078_8079,0
Line.line_kot_8079_8080,0
Line.line_kot_8080_8359,0
Line.line_kot_8081_8383,0
Line.line_kot_8082_8083,0
Line.line_kot_8083_8084,0
Line.line_kot_8084_8085,0
Line.line_kot_8085_8384,0
Line.line_kot_8086_8385,0
Line.line_kot_8088_8069,0
Line.line_kot_8088_8371,0
Line.line_kot_8089_8090,0
Line.line_kot_8090_8091,0
Line.line_kot_8091_8092,0
Line.line_kot_8092_8093,0
Line.line_kot_8093_8094,0
Line.line_kot_8094_8095,0
Line.line_kot_8095_8096,0
Line.line_kot_8096_8097,0
Line.line_kot_8097_8098,0
Line.line_kot_8098_8099,0
Line.line_kot_8099_8100,0
Line.line_kot_8100_8369,0
Line.line_kot_8101_8102,0
Line.line_kot_8102_8103,0
Line.line_kot_8104_8028,0
Line.line_kot_8104_8368,0
Line.line_kot_8105_8106,0
Line.line_kot_8106_8107,0
Line.line_kot_8107_8108,0
Line.line_kot_8108_8109,0
Line.line_kot_8109_8110,0
Line.line_kot_8110_8111,0
Line.line_kot_8111_8112,0
Line.line_kot_8112_8113,0
Line.line_kot_8113_8114,0
Line.line_kot_8114_8115,0
Line.line_kot_8115_8116,0
Line.line_kot_8116_8117,0
Line.line_kot_8117_8118,0
Line.line_kot_8118_8119,0
Line.line_kot_8119_8120,0
Line.line_kot_8120_8121,0
Line.line_kot_8121_8122,0
Line.line_kot_8122_8123,0
Line.line_kot_8124_8063,0
Line.line_kot_8124_8125,0
Line.line_kot_8125_8126,0
Line.line_kot_8126_8161,0
Line.line_kot_8127_8001,0
Line.line_kot_8128_8365,0
Line.line_kot_8129_8130,0
Line.line_kot_8130_8131,0
Line.line_kot_8131_8356,0
Line.line_kot_8132_8133,0
Line.line_kot_8133_8134,0
Line.line_kot_8134_8135,0
Line.line_kot_8135_8136,0
Line.line_kot_8136_8137,0
Line.line_kot_8137_8138,0
Line.line_kot_8138_8139,0
Line.line_kot_8139_8140,0
Line.line_kot_8140_8141,0
Line.line_kot_8141_8142,0
Line.line_kot_8142_8143,0
Line.line_kot_8143_8144,0
Line.line_kot_8144_8145,0
Line.line_kot_8145_8146,0
Line.line_kot_8146_8147,0
Line.line_kot_8147_8148,0
Line.line_kot_8148_8149,0
Line.line_kot_8149_8150,0
Line.line_kot_8150_8151,0
Line.line_kot_8151_8152,0
Line.line_kot_8152_8153,0
Line.line_kot_8154_8362,0
Line.line_kot_8155_8156,0
Line.line_kot_8156_8157,0
Line.line_kot_8157_8158,0
Line.line_kot_8158_8159,0
Line.line_kot_8159_8160,0
Line.line_kot_8161_8127,0
Line.line_kot_8162_8163,0
Line.line_kot_8163_8164,0
Line.line_kot_8164_8165,0
Line.line_kot_8165_8166,0
Line.line_kot_8166_8167,0
Line.line_kot_8167_8168,0
Line.line_kot_8168_8169,0
Line.line_kot_8169_8170,0
Line.line_kot_8170_8171,0
Line.line_kot_8171_8172,0
Line.line_kot_8172_8173,0
Line.line_kot_8173_8174,0
Line.line_kot_8174_8175,0
Line.line_kot_8175_8176,0
Line.line_kot_8176_8177,0
Line.line_kot_8177_8178,0
Line.line_kot_8178_8179,0
Line.line_kot_8179_8180,0
Line.line_kot_8180_8181,0
Line.line_kot_8181_8182,0
Line.line_kot_8182_8183,0
Line.line_kot_8183_8184,0
Line.line_kot_8184_8185,0
Line.line_kot_8185_8186,0
Line.line_kot_8186_8187,0
Line.line_kot_8187_8188,0
Line.line_kot_8188_8189,0
Line.line_kot_8189_8190,0
Line.line_kot_8190_8191,0
Line.line_kot_8191_8192,0
Line.line_kot_8192_8193,0
Line.line_kot_8194_8195,0
Line.line_kot_8195_8196,0
Line.line_kot_8196_8197,0
Line.line_kot_8197_8198,0
Line.line_kot_8198_8199,0
Line.line_kot_8199_8200,0
Line.line_kot_8201_8200,0
Line.line_kot_8202_8201,0
Line.line_kot_8203_8202,0
Line.line_kot_8204_8203,0
Line.line_kot_8205_8204,0
Line.line_kot_8206_8205,0
Line.line_kot_8207_8206,0
Line.line_kot_8208_8207,0
Line.line_kot_8209_8219,0
Line.line_kot_8210_8209,0
Line.line_kot_8211_8210,0
Line.line_kot_8212_8211,0
Line.line_kot_8213_8212,0
Line.line_kot_8214_8213,0
Line.line_kot_8215_8214,0
Line.line_kot_8216_8215,0
Line.line_kot_8217_8216,0
Line.line_kot_8219_8208,0
Line.line_kot_8219_8220,0
Line.line_kot_8220_8221,0
Line.line_kot_8221_8222,0
Line.line_kot_8222_8223,0
Line.line_kot_8223_8224,0
Line.line_kot_8224_8225,0
Line.line_kot_8226_8227,0
Line.line_kot_8227_8228,0
Line.line_kot_8228_8229,0
Line.line_kot_8229_8230,0
Line.line_kot_8230_8231,0
Line.line_kot_8231_8232,0
Line.line_kot_8232_8233,0
Line.line_kot_8233_8234,0
Line.line_kot_8234_8334,0
Line.line_kot_8235_8236,0
Line.line_kot_8236_8237,0
Line.line_kot_8237_8238,0
Line.line_kot_8238_8311,0
Line.line_kot_8239_8240,0
Line.line_kot_8240_8241,0
Line.line_kot_8241_8242,0
Line.line_kot_8242_8243,0
Line.line_kot_8243_8244,0
Line.line_kot_8244_8245,0
Line.line_kot_8245_8246,0
Line.line_kot_8246_8247,0
Line.line_kot_8247_8248,0
Line.line_kot_8248_8249,0
Line.line_kot_8249_8250,0
Line.line_kot_8250_8251,0
Line.line_kot_8251_8252,0
Line.line_kot_8252_8253,0
Line.line_kot_8253_8254,0
Line.line_kot_8254_8255,0
Line.line_kot_8255_8256,0
Line.line_kot_8256_8292,0
Line.line_kot_8257_8258,0
Line.line_kot_8258_8259,0
Line.line_kot_8259_8260,0
Line.line_kot_8260_8261,0
Line.line_kot_8261_8262,0
Line.line_kot_8262_8263,0
Line.line_kot_8263_8264,0
Line.line_kot_8264_8265,0
Line.line_kot_8265_8266,0
Line.line_kot_8266_8267,0
Line.line_kot_8267_8268,0
Line.line_kot_8268_8269,0
Line.line_kot_8269_8270,0
Line.line_kot_8270_8271,0
Line.line_kot_8271_8272,0
Line.line_kot_8272_8273,0
Line.line_kot_8274_8275,0
Line.line_kot_8275_8276,0
Line.line_kot_8276_8277,0
Line.line_kot_8277_8278,0
Line.line_kot_8278_8279,0
Line.line_kot_8279_8280,0
Line.line_kot_8280_8281,0
Line.line_kot_8281_8282,0
Line.line_kot_8282_8283,0
Line.line_kot_8283_8284,0
Line.line_kot_8284_8285,0
Line.line_kot_8285_8286,0
Line.line_kot_8286_8287,0
Line.line_kot_8287_8288,0
Line.line_kot_8288_8289,0
Line.line_kot_8289_8290,0
Line.line_kot_8290_8291,0
Line.line_kot_8291_8296,0
Line.line_kot_8292_8257,0
Line.line_kot_8292_8293,0
Line.line_kot_8293_8294,0
Line.line_kot_8294_8295,0
Line.line_kot_8296_8194,0
Line.line_kot_8296_8297,0
Line.line_kot_8297_8298,0
Line.line_kot_8298_8299,0
Line.line_kot_8299_8300,0
Line.line_kot_8300_8301,0
Line.line_kot_8301_8302,0
Line.line_kot_8302_8303,0
Line.line_kot_8303_8304,0
Line.line_kot_8304_8305,0
Line.line_kot_8305_8306,0
Line.line_kot_8306_8307,0
Line.line_kot_8307_8308,0
Line.line_kot_8308_8309,0
Line.line_kot_8309_8310,0
Line.line_kot_8311_8312,0
Line.line_kot_8312_8313,0
Line.line_kot_8313_8314,0
Line.line_kot_8314_8315,0
Line.line_kot_8315_8316,0
Line.line_kot_8316_8317,0
Line.line_kot_8317_8318,0
Line.line_kot_8318_8319,0
Line.line_kot_8319_8320,0
Line.line_kot_8320_8321,0
Line.line_kot_8321_8322,0
Line.line_kot_8322_8323,0
Line.line_kot_8323_8324,0
Line.line_kot_8324_8325,0
Line.line_kot_8325_8326,0
Line.line_kot_8326_8327,0
Line.line_kot_8327_8328,0
Line.line_kot_8328_8329,0
Line.line_kot_8329_8330,0
Line.line_kot_8330_8331,0
Line.line_kot_8331_8332,0
Line.line_kot_8332_8333,0
Line.line_kot_8334_8235,0
Line.line_kot_8334_8361,0
Line.line_kot_8335_8336,0
Line.line_kot_8336_8337,0
Line.line_kot_8337_8338,0
Line.line_kot_8338_8339,0
Line.line_kot_8339_8340,0
